mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
46310	TRIAL_START	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
60755	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	SWEATSHIRT	n/a	clothing_store	62.3125	-33.5
72770	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	STYROFOAM	n/a	craft_shop	-3.099609375	-58.5
86388	POINTER_ON	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
92737	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	ORCHIDS	n/a	florist	35.09375	26.703125
106371	POINTER_ON	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
113354	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	HAIR_SPRAY	n/a	barber_shop	-60.0	-11.5
126987	POINTER_ON	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
134921	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	FLOOR_MAT	n/a	gym	-9.1015625	17.90625
149020	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	YOYO	n/a	toy_store	32.1875	-60.90625
163221	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	PEARLS	n/a	jewelry_store	-14.296875	-12.8984375
175637	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	PAINT	n/a	bike_shop	35.40625	-33.09375
188938	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	ASPIRIN	n/a	pharmacy	14.5	-33.6875
202571	POINTER_ON	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
206204	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	BREAD	n/a	bakery	14.6015625	-58.8125
217937	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	BOTTLED_WATER	n/a	grocery_store	-29.59375	-37.1875
231554	POINTER_ON	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
241921	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	LOLLIPOPS	n/a	dentist	36.6875	59.09375
251804	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	MUSHROOMS	n/a	pizzeria	59.3125	-9.203125
261537	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	NAPKINS	n/a	cafe	58.3125	27.90625
273304	WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	WRENCH	n/a	hardware_store	26.5	17.0
287170	TRIAL_END	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
298187	REC_START	n/a	LTP481	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
299405	REC_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	2	1	0	SWEATSHIRT	209	clothing_store	62.3125	-33.5
