mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
32640	TRIAL_START	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
47550	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	PLIERS	n/a	hardware_store	-29.59375	-37.1875
61183	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
67650	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	OINTMENT	n/a	pharmacy	59.3125	-9.203125
81267	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
85300	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	SPEAKERS	n/a	music_store	58.3125	27.90625
98917	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
103617	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	STICKERS	n/a	craft_shop	14.6015625	-58.8125
117250	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
122917	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	LILIES	n/a	florist	35.09375	26.703125
136533	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
150817	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	CHOCOLATE	n/a	cafe	-39.0	-61.90625
163950	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	SPINACH	n/a	pizzeria	32.1875	-60.90625
177584	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
181450	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	HAND_SANITIZER	n/a	gym	26.5	17.0
195067	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
196850	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	BLUEBERRIES	n/a	grocery_store	-3.099609375	-58.5
205233	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	APRON	n/a	bakery	14.5	-33.6875
218850	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
227184	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	STUFFED_ANIMAL	n/a	toy_store	-60.0	-11.5
241517	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	GOLD	n/a	jewelry_store	-31.796875	55.6875
255150	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
257750	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	2	1	0	SKIRT	n/a	clothing_store	-14.296875	-12.8984375
