onset	duration	trial_type	sample	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
13.0947265625	n/a	STORE_MAPPINGS	26818	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
68.98095703125	n/a	TRIAL_START	141273	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-6.67572021484375e-06	-0.0	X
78.658203125	n/a	WORD	161092	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	BOTTLED_WATER	n/a	grocery_store	-3.099609375	-58.5	-6.70703125	-48.875	X
87.59033203125	n/a	WORD	179385	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	YARN	n/a	craft_shop	14.6015625	-58.8125	9.5390625	-49.25	X
97.939453125	n/a	WORD	200580	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	SCREWDRIVER	n/a	hardware_store	-29.59375	-37.1875	-28.8125	-46.78125	X
111.55419921875	n/a	POINTER_ON	228463	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	44.34375	-44.78125	X
114.05419921875	n/a	WORD	233583	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	BREAKS	n/a	bike_shop	35.40625	-33.09375	46.25	-29.984375	X
127.66796875	n/a	POINTER_ON	261464	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-14.71875	-49.6875	X
135.58642578125	n/a	WORD	277681	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	BOARD_GAME	n/a	toy_store	-60.0	-11.5	-49.25	-11.796875	X
149.21728515625	n/a	POINTER_ON	305597	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-8.9921875	45.65625	X
156.86767578125	n/a	WORD	321265	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	FERNS	n/a	florist	35.09375	26.703125	46.75	33.40625	X
170.49853515625	n/a	POINTER_ON	349181	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-0.16015625	-34.28125	X
176.1318359375	n/a	WORD	360718	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	SWEET-N-LOW	n/a	cafe	-39.0	-61.90625	-36.5625	-49.125	X
189.763671875	n/a	POINTER_ON	388636	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	43.75	-48.625	X
192.34765625	n/a	WORD	393928	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	CURLING_IRON	n/a	barber_shop	62.3125	-33.5	50.0625	-34.625	X
205.978515625	n/a	POINTER_ON	421844	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-0.82080078125	-21.484375	X
207.86328125	n/a	WORD	425704	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	SHORTS	n/a	clothing_store	-14.296875	-12.8984375	-1.203125	-10.9921875	X
220.4951171875	n/a	WORD	451574	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	MENU	n/a	pizzeria	32.1875	-60.90625	31.53125	-49.03125	X
234.1103515625	n/a	POINTER_ON	479458	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	49.53125	30.46875	X
237.59375	n/a	WORD	486592	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	GUINEA_PIG	n/a	pet_store	36.6875	59.09375	37.53125	49.15625	X
245.89404296875	n/a	WORD	503591	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	RECORDS	n/a	music_store	58.3125	27.90625	48.9375	28.0	X
258.076171875	n/a	WORD	528540	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	COTTON_BALLS	n/a	dentist	-9.1015625	17.90625	-9.78125	1.4287109375	X
267.4921875	n/a	WORD	547824	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	SUGAR	n/a	bakery	14.5	-33.6875	1.3203125	-32.65625	X
281.10595703125	n/a	POINTER_ON	575705	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-25.140625	14.953125	X
285.72265625	n/a	WORD	585160	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	1	1	0	RINGS	n/a	jewelry_store	-31.796875	55.6875	-30.34375	48.28125	X
304.4384765625	n/a	TRIAL_END	623490	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	48.375	-6.1875	X
315.453125	n/a	REC_START	646048	n/a	LTP496	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	49.5	-8.34375	X
