mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP481	NiclsCourierReadOnly	0	1	0	n/a	n/a	n/a	n/a	n/a
103906	VIDEO_START	n/a	LTP481	NiclsCourierReadOnly	0	1	0	n/a	-1	n/a	n/a	n/a
229951	VIDEO_STOP	n/a	LTP481	NiclsCourierReadOnly	0	1	0	n/a	-1	n/a	n/a	n/a
287369	TL_START	n/a	LTP481	NiclsCourierReadOnly	0	1	0	n/a	n/a	n/a	n/a	n/a
597834	TL_END	n/a	LTP481	NiclsCourierReadOnly	0	1	0	n/a	n/a	n/a	n/a	n/a
627755	PRACTICE_DELIVERY_START	n/a	LTP481	NiclsCourierReadOnly	0	practice	0	n/a	n/a	n/a	n/a	n/a
639767	POINTER_ON	n/a	LTP481	NiclsCourierReadOnly	0	practice	0	n/a	n/a	n/a	n/a	n/a
650034	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	BUNNY	n/a	pet_store	-31.796875	55.6875
670101	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	SPATULA	n/a	pizzeria	59.3125	-9.203125
681017	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	FERTILIZER	n/a	florist	35.09375	26.703125
703717	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	GUITAR	n/a	music_store	-39.0	-61.90625
720883	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	HAIR_CLIP	n/a	jewelry_store	-14.296875	-12.8984375
737934	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	CHECKERS	n/a	toy_store	32.1875	-60.90625
753785	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	CONFETTI	n/a	craft_shop	-3.099609375	-58.5
776351	PRACTICE_WORD	wordpools/all_items.txt	LTP481	NiclsCourierReadOnly	0	practice	0	SYRUP	n/a	cafe	58.3125	27.90625
