mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
0	STORE_MAPPINGS	n/a	LTP497	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
28023	TRIAL_START	n/a	LTP497	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-6.556510925292969e-06	-0.0	X
37618	WORD	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	2	1	0	EMBROIDERY	n/a	craft_shop	-31.796875	55.6875	-29.640625	48.8125	X
51250	POINTER_ON	n/a	LTP497	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-47.40625	-37.78125	X
53567	WORD	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	2	1	0	ROSES	n/a	florist	-39.0	-61.90625	-38.21875	-48.53125	X
67184	POINTER_ON	n/a	LTP497	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	34.5	2.681640625	X
72101	WORD	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	2	1	0	TOWELS	n/a	barber_shop	35.09375	26.703125	46.5625	31.828125	X
81001	WORD	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	2	1	0	X-RAY_MACHINE	n/a	dentist	59.3125	-9.203125	49.3125	-8.5078125	X
91784	WORD	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	2	1	0	BIRD	n/a	pet_store	-14.296875	-12.8984375	-1.041015625	-8.9765625	X
105401	POINTER_ON	n/a	LTP497	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	47.375	42.75	X
108034	WORD	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	2	1	0	PEARLS	n/a	jewelry_store	36.6875	59.09375	37.53125	49.78125	X
121667	POINTER_ON	n/a	LTP497	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	45.40625	-35.21875	X
