mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
0	STORE_MAPPINGS	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-2.741813659667968e-06	-0.0	X
1719	TL_START	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-2.741813659667968e-06	-0.0	X
166416	TL_END	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-49.375	-14.65625	X
174572	TRIAL_START	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-49.1875	-12.53125	X
186583	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	36.40625	-47.15625	X
189133	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	RECORDER	n/a	music_store	35.40625	-33.09375	47.40625	-29.21875	X
202533	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	COTTON_BALLS	n/a	dentist	-39.0	-61.90625	-37.25	-48.3125	X
216149	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	19.046875	1.7880859375	X
217433	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	TOMATO_SAUCE	n/a	pizzeria	26.5	17.0	25.921875	1.43359375	X
229750	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	EAR_PLUGS	n/a	pharmacy	-3.099609375	-58.5	-6.6796875	-48.4375	X
238316	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	COMB	n/a	barber_shop	14.5	-33.6875	1.361328125	-34.25	X
250700	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	STYROFOAM	n/a	craft_shop	32.1875	-60.90625	30.921875	-49.71875	X
261766	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	CAT	n/a	pet_store	-9.1015625	17.90625	-9.53125	2.15625	X
272616	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	OATMEAL	n/a	grocery_store	36.6875	59.09375	37.65625	48.65625	X
286249	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	25.25	-49.1875	X
288866	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	WATCH	n/a	jewelry_store	14.6015625	-58.8125	11.1484375	-48.25	X
301999	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	ROSES	n/a	florist	58.3125	27.90625	49.15625	25.84375	X
310066	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	TANK_TOP	n/a	clothing_store	62.3125	-33.5	49.6875	-32.6875	X
319950	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	BREAKS	n/a	bike_shop	35.09375	26.703125	47.28125	31.78125	X
333583	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-49.96875	30.109375	X
336966	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	CHOCOLATE_CHIPS	n/a	bakery	-60.0	-11.5	-49.4375	-10.4296875	X
350249	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	SCREWS	n/a	hardware_store	-14.296875	-12.8984375	-1.4033203125	-11.1328125	X
361216	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	HAND_SANITIZER	n/a	gym	-29.59375	-37.1875	-28.203125	-46.625	X
379366	TRIAL_END	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-32.78125	49.71875	X
390417	REC_START	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
392346	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	HAND_SANITIZER	106	gym	-29.59375	-37.1875	-31.203125	50.03125	X
394771	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	CHOCOLATE_CHIPS	47	bakery	-60.0	-11.5	-31.203125	50.03125	X
396219	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	ROSES	179	florist	58.3125	27.90625	-31.203125	50.03125	X
397593	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	BREAKS	30	bike_shop	35.09375	26.703125	-31.203125	50.03125	X
413124	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	PLATES	-1	n/a	n/a	n/a	-31.203125	50.03125	X
414117	EFR_MARK	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
414117	EFR_MARK	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
424097	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	COMB	52	barber_shop	14.5	-33.6875	-31.203125	50.03125	X
430407	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	WATCH	231	jewelry_store	14.6015625	-58.8125	-31.203125	50.03125	X
439331	REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	CAT	39	pet_store	-9.1015625	17.90625	-31.203125	50.03125	X
480450	REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
488617	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	BREAKS	n/a	bike_shop	35.09375	26.703125	-31.203125	50.03125	X
491360	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	BREAKS	30	n/a	n/a	n/a	-31.203125	50.03125	X
492050	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
494233	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	COMB	n/a	barber_shop	14.5	-33.6875	-31.203125	50.03125	X
495435	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	COMB	52	n/a	n/a	n/a	-31.203125	50.03125	X
496349	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
498434	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	STYROFOAM	n/a	craft_shop	32.1875	-60.90625	-31.203125	50.03125	X
500056	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	THREAD	215	n/a	n/a	n/a	-31.203125	50.03125	X
500683	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
502751	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	SCREWS	n/a	hardware_store	-14.296875	-12.8984375	-31.203125	50.03125	X
505559	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	SCREWS	189	n/a	n/a	n/a	-31.203125	50.03125	X
506400	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
508649	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	OATMEAL	n/a	grocery_store	36.6875	59.09375	-31.203125	50.03125	X
510965	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	<>	-1	n/a	n/a	n/a	-31.203125	50.03125	X
510966	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
512984	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	CAT	n/a	pet_store	-9.1015625	17.90625	-31.203125	50.03125	X
514595	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	CAT	39	n/a	n/a	n/a	-31.203125	50.03125	X
515266	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
517384	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	TOMATO_SAUCE	n/a	pizzeria	26.5	17.0	-31.203125	50.03125	X
519817	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	<>	-1	n/a	n/a	n/a	-31.203125	50.03125	X
519817	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
521801	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	TANK_TOP	n/a	clothing_store	62.3125	-33.5	-31.203125	50.03125	X
524783	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
524783	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	<>	-1	n/a	n/a	n/a	-31.203125	50.03125	X
526751	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	COTTON_BALLS	n/a	dentist	-39.0	-61.90625	-31.203125	50.03125	X
529816	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	<>	-1	n/a	n/a	n/a	-31.203125	50.03125	X
529816	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
531667	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	ROSES	n/a	florist	58.3125	27.90625	-31.203125	50.03125	X
532877	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	ROSES	179	n/a	n/a	n/a	-31.203125	50.03125	X
533800	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
535668	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	EAR_PLUGS	n/a	pharmacy	-3.099609375	-58.5	-31.203125	50.03125	X
538766	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
538768	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	<>	-1	n/a	n/a	n/a	-31.203125	50.03125	X
540768	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	HAND_SANITIZER	n/a	gym	-29.59375	-37.1875	-31.203125	50.03125	X
543773	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	DUMBELLS	74	n/a	n/a	n/a	-31.203125	50.03125	X
544332	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
546168	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	WATCH	n/a	jewelry_store	14.6015625	-58.8125	-31.203125	50.03125	X
547549	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	WATCH	231	n/a	n/a	n/a	-31.203125	50.03125	X
548532	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
550767	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	CHOCOLATE_CHIPS	n/a	bakery	-60.0	-11.5	-31.203125	50.03125	X
552385	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	CHOCOLATE_CHIPS	47	n/a	n/a	n/a	-31.203125	50.03125	X
553216	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
555151	CUED_REC_CUE	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	RECORDER	n/a	music_store	35.40625	-33.09375	-31.203125	50.03125	X
559879	CUED_REC_WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	0	RECORDER	171	n/a	n/a	n/a	-31.203125	50.03125	X
560700	CUED_REC_STOP	n/a	LTP451	NiclsCourierClosedLoop	0	1	0	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
562549	TRIAL_START	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-31.203125	50.03125	X
574566	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-13.8671875	-48.125	X
576983	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-36.71875	-48.84375	X
577000	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-36.71875	-48.84375	Pos
577000	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	DRILL	n/a	dentist	-39.0	-61.90625	-36.71875	-48.84375	X
590632	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	36.0	45.3125	X
593350	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	49.8125	27.953125	X
596432	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	49.8125	27.953125	Pos
596432	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	WATERING_CAN	n/a	florist	58.3125	27.90625	49.8125	27.953125	X
604433	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-10.0546875	2.537109375	X
609432	TIMEOUT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-10.0546875	2.537109375	Pos
609433	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	TURTLE	n/a	pet_store	-9.1015625	17.90625	-10.0546875	2.537109375	X
617983	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	48.59375	-8.4296875	X
620283	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	ACTION_FIGURES	n/a	toy_store	59.3125	-9.203125	48.59375	-8.4296875	X
620283	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	48.59375	-8.4296875	Pos
629300	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-6.3359375	-49.71875	X
629316	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-6.3359375	-49.71875	Pos
629316	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	TISSUES	n/a	pharmacy	-3.099609375	-58.5	-6.3359375	-49.71875	X
636450	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	9.7890625	-48.09375	X
636466	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	9.7890625	-48.09375	Pos
636466	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	PEARLS	n/a	jewelry_store	14.6015625	-58.8125	9.7890625	-48.09375	X
645000	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-28.640625	-47.25	X
645017	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-28.640625	-47.25	Pos
645017	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	VOLLEYBALL	n/a	gym	-29.59375	-37.1875	-28.640625	-47.25	X
655166	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-1.857421875	-11.296875	X
658199	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	SPACKLE	n/a	hardware_store	-14.296875	-12.8984375	-1.857421875	-11.296875	X
658199	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-1.857421875	-11.296875	Pos
671817	POINTER_ON	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-37.5	-49.96875	X
675366	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-49.46875	-12.46875	X
675383	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	-49.46875	-12.46875	Pos
675383	WORD	wordpools/all_items.txt	LTP451	NiclsCourierClosedLoop	0	1	1	CANOLLI	n/a	bakery	-60.0	-11.5	-49.46875	-12.46875	X
689766	CLASSIFIER_WAIT	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	46.8125	-30.21875	X
693183	CLASSIFIER	n/a	LTP451	NiclsCourierClosedLoop	0	1	1	n/a	n/a	n/a	n/a	n/a	46.8125	-30.21875	Pos
