mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
19056	TRIAL_START	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
32267	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	X-RAY_MACHINE	n/a	dentist	32.1875	-60.90625
44433	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	HULA_HOOP	n/a	toy_store	58.3125	27.90625
57801	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	PLIERS	n/a	hardware_store	-9.1015625	17.90625
68200	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	RECORDS	n/a	music_store	14.6015625	-58.8125
79651	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	COLD_CUTS	n/a	grocery_store	-29.59375	-37.1875
88067	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	CROISSANT	n/a	bakery	-60.0	-11.5
101684	POINTER_ON	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
104834	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	SUNFLOWER	n/a	florist	-14.296875	-12.8984375
112400	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	HELMET	n/a	bike_shop	14.5	-33.6875
126417	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	THREAD	n/a	craft_shop	59.3125	-9.203125
140050	POINTER_ON	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
143233	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	PIZZA_BOX	n/a	pizzeria	-31.796875	55.6875
156851	POINTER_ON	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
158267	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	RINGS	n/a	jewelry_store	35.09375	26.703125
171883	POINTER_ON	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
177400	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	HAIR_STRAIGHTENER	n/a	barber_shop	-39.0	-61.90625
191017	POINTER_ON	n/a	LTP478	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
193067	WORD	wordpools/all_items.txt	LTP478	NiclsCourierReadOnly	5	1	0	SYRUP	n/a	cafe	26.5	17.0
