onset	duration	trial_type	sample	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
9.01904296875	n/a	STORE_MAPPINGS	18471	n/a	LTP477	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
31.52197265625	n/a	TRIAL_START	64557	n/a	LTP477	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-6.67572021484375e-06	-0.0	X
42.3818359375	n/a	WORD	86798	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	WATCH	n/a	jewelry_store	-31.796875	55.6875	-30.25	48.46875	X
55.998046875	n/a	POINTER_ON	114684	n/a	LTP477	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	44.46875	44.96875	X
58.646484375	n/a	WORD	120108	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	OLIVES	n/a	pizzeria	35.09375	26.703125	46.625	33.53125	X
71.4287109375	n/a	WORD	146286	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	STICKERS	n/a	craft_shop	-9.1015625	17.90625	-9.6484375	1.4267578125	X
86.04345703125	n/a	WORD	176217	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	SKIRT	n/a	clothing_store	58.3125	27.90625	49.5	26.09375	X
99.6591796875	n/a	POINTER_ON	204102	n/a	LTP477	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-36.34375	45.5	X
107.6923828125	n/a	WORD	220554	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	LEASH	n/a	pet_store	-60.0	-11.5	-49.21875	-10.953125	X
121.32421875	n/a	POINTER_ON	248472	n/a	LTP477	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	23.5625	-48.71875	X
126.18994140625	n/a	WORD	258437	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	Q-TIPS	n/a	pharmacy	35.40625	-33.09375	46.21875	-29.765625	X
139.873046875	n/a	WORD	286460	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	SEEDS	n/a	florist	-3.099609375	-58.5	-6.5859375	-49.0	X
149.18896484375	n/a	WORD	305539	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	ROPE	n/a	gym	-14.296875	-12.8984375	-1.0107421875	-10.96875	X
162.52099609375	n/a	WORD	332843	wordpools/all_items.txt	LTP477	NiclsCourierClosedLoop	1	1	0	PEARS	n/a	grocery_store	-29.59375	-37.1875	-28.765625	-46.625	X
