mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP496	NiclsCourierReadOnly	6	1	0	n/a	n/a	n/a	n/a	n/a
23257	TRIAL_START	n/a	LTP496	NiclsCourierReadOnly	6	1	0	n/a	n/a	n/a	n/a	n/a
41851	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	RECORDS	n/a	music_store	58.3125	27.90625
53084	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	SWEATSHIRT	n/a	clothing_store	-14.296875	-12.8984375
66717	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	6	1	0	n/a	n/a	n/a	n/a	n/a
68517	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	STUFFED_ANIMAL	n/a	toy_store	-60.0	-11.5
80334	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	PIPES	n/a	hardware_store	-29.59375	-37.1875
91917	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	FLOSS	n/a	dentist	-9.1015625	17.90625
105167	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	FABRIC	n/a	craft_shop	14.6015625	-58.8125
113900	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	BEANS	n/a	grocery_store	-3.099609375	-58.5
124717	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	MOZZARELLA	n/a	pizzeria	32.1875	-60.90625
135934	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	BREAD	n/a	bakery	14.5	-33.6875
150550	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	RAZOR	n/a	barber_shop	62.3125	-33.5
164167	POINTER_ON	n/a	LTP496	NiclsCourierReadOnly	6	1	0	n/a	n/a	n/a	n/a	n/a
167034	WORD	wordpools/all_items.txt	LTP496	NiclsCourierReadOnly	6	1	0	MILK	n/a	cafe	-39.0	-61.90625
