onset	duration	trial_type	sample	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
1.259765625	n/a	STORE_MAPPINGS	2580	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
33.02880859375	n/a	TRIAL_START	67643	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-6.67572021484375e-06	-0.0	X
39.38818359375	n/a	WORD	80667	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	RECORDS	n/a	music_store	-14.296875	-12.8984375	-1.41796875	-9.0859375	X
49.970703125	n/a	WORD	102340	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	SHAMPOO	n/a	barber_shop	32.1875	-60.90625	31.390625	-49.0625	X
60.90380859375	n/a	WORD	124731	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	COMPUTER	n/a	dentist	-3.099609375	-58.5	-6.54296875	-49.5	X
72.46875	n/a	WORD	148416	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	GUINEA_PIG	n/a	pet_store	-9.1015625	17.90625	-9.875	0.83349609375	X
86.10205078125	n/a	POINTER_ON	176337	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-29.859375	-48.84375	X
87.6689453125	n/a	WORD	179546	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	CHAIN	n/a	bike_shop	-39.0	-61.90625	-36.78125	-49.0625	X
101.2998046875	n/a	POINTER_ON	207462	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-38.53125	48.46875	X
102.93359375	n/a	WORD	210808	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	BRACELET	n/a	jewelry_store	-31.796875	55.6875	-31.34375	49.34375	X
116.966796875	n/a	WORD	239548	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	TRAIN_SET	n/a	toy_store	-60.0	-11.5	-48.09375	-11.1015625	X
130.59765625	n/a	POINTER_ON	267464	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	27.515625	-50.5625	X
134.78125	n/a	WORD	276032	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	BAGS	n/a	grocery_store	62.3125	-33.5	50.15625	-34.84375	X
148.41357421875	n/a	POINTER_ON	303951	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-2.908203125	-46.09375	X
151.98046875	n/a	WORD	311256	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	GLUE	n/a	craft_shop	-29.59375	-37.1875	-28.734375	-46.09375	X
165.6123046875	n/a	POINTER_ON	339174	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	44.71875	-45.3125	X
170.39599609375	n/a	WORD	348971	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	ORCHIDS	n/a	florist	59.3125	-9.203125	49.28125	-9.359375	X
179.0625	n/a	WORD	366720	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	PUNCHING_BAG	n/a	gym	35.40625	-33.09375	46.1875	-27.796875	X
190.91064453125	n/a	WORD	390985	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	EYE_DROPS	n/a	pharmacy	58.3125	27.90625	49.34375	26.046875	X
204.54248046875	n/a	POINTER_ON	418903	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	0.75732421875	-10.6953125	X
207.6591796875	n/a	WORD	425286	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	PURSE	n/a	clothing_store	14.5	-33.6875	1.4951171875	-32.625	X
221.29150390625	n/a	POINTER_ON	453205	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	47.375	3.876953125	X
225.0419921875	n/a	WORD	460886	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	HAMMER	n/a	hardware_store	35.09375	26.703125	46.5	31.65625	X
236.84130859375	n/a	WORD	485051	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	DOUGH	n/a	pizzeria	26.5	17.0	28.03125	1.5390625	X
249.53955078125	n/a	TRIAL_END	511057	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	39.3125	47.9375	X
260.5556640625	n/a	REC_START	533618	n/a	LTP462	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	37.5	48.75	X
261.5205078125	n/a	REC_WORD	535594	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	BRACELET	28	jewelry_store	-31.796875	55.6875	37.5	48.75	X
262.50537109375	n/a	REC_WORD	537611	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	CHAIN	42	bike_shop	-39.0	-61.90625	37.5	48.75	X
264.830078125	n/a	REC_WORD	542372	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	TRAIN_SET	224	toy_store	-60.0	-11.5	37.5	48.75	X
266.4052734375	n/a	REC_WORD	545598	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	COMPUTER	53	dentist	-3.099609375	-58.5	37.5	48.75	X
268.375	n/a	REC_WORD	549632	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	GUINEA_PIG	96	pet_store	-9.1015625	17.90625	37.5	48.75	X
269.48486328125	n/a	REC_WORD	551905	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	RECORDS	172	music_store	-14.296875	-12.8984375	37.5	48.75	X
270.90966796875	n/a	REC_WORD	554823	wordpools/all_items.txt	LTP462	NiclsCourierClosedLoop	1	1	0	PURSE	168	clothing_store	14.5	-33.6875	37.5	48.75	X
