mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
35673	TRIAL_START	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
46351	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	COUGH_SYRUP	n/a	pharmacy	-31.796875	55.6875
59983	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
66117	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	FERNS	n/a	florist	59.3125	-9.203125
78217	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	COLLAR	n/a	pet_store	14.6015625	-58.8125
91850	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
99783	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	GUITAR	n/a	music_store	36.6875	59.09375
113450	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BRUSHES	n/a	barber_shop	35.40625	-33.09375
127066	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
128450	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	SCREWDRIVER	n/a	hardware_store	35.09375	26.703125
142884	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	GOLD	n/a	jewelry_store	-14.296875	-12.8984375
154150	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BEANS	n/a	grocery_store	32.1875	-60.90625
167783	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
169867	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	VIDEO_GAMES	n/a	toy_store	26.5	17.0
183500	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
191200	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	SUIT	n/a	clothing_store	-60.0	-11.5
204816	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
211066	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	PASTRIES	n/a	cafe	62.3125	-33.5
224033	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BAGELS	n/a	bakery	-9.1015625	17.90625
235384	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	ROPE	n/a	gym	-3.099609375	-58.5
249000	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
254400	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	YARN	n/a	craft_shop	58.3125	27.90625
268034	POINTER_ON	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
270567	WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BREAKS	n/a	bike_shop	14.5	-33.6875
278800	TRIAL_END	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
289833	REC_START	n/a	LTP500	NiclsCourierReadOnly	3	1	0	n/a	n/a	n/a	n/a	n/a
290464	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	ROPE	178	gym	-3.099609375	-58.5
291181	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	YARN	237	craft_shop	58.3125	27.90625
291919	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BREAKS	30	bike_shop	14.5	-33.6875
292637	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	COLLAR	51	pet_store	14.6015625	-58.8125
293366	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	PASTRIES	153	cafe	62.3125	-33.5
294162	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BAGELS	12	bakery	-9.1015625	17.90625
294836	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	VIDEO_GAMES	227	toy_store	26.5	17.0
296208	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	BRUSHES	31	barber_shop	35.40625	-33.09375
300334	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	FERNS	82	florist	59.3125	-9.203125
301062	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	YARN	237	craft_shop	58.3125	27.90625
308430	REC_WORD	wordpools/all_items.txt	LTP500	NiclsCourierReadOnly	3	1	0	COUGH_SYRUP	59	pharmacy	-31.796875	55.6875
