onset	duration	trial_type	sample	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
10.33251953125	n/a	STORE_MAPPINGS	21161	n/a	LTP493	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
48.8369140625	n/a	TRIAL_START	100018	n/a	LTP493	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-6.556510925292969e-06	-0.0	X
60.81494140625	n/a	WORD	124549	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	HANDLE_BAR	n/a	bike_shop	32.1875	-60.90625	31.125	-49.34375	X
75.095703125	n/a	WORD	153796	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	SKIRT	n/a	clothing_store	35.09375	26.703125	46.25	31.65625	X
88.72802734375	n/a	POINTER_ON	181715	n/a	LTP493	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	0.4970703125	-24.53125	X
94.46044921875	n/a	WORD	193455	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	COMPUTER	n/a	dentist	-29.59375	-37.1875	-28.84375	-46.1875	X
108.0927734375	n/a	POINTER_ON	221374	n/a	LTP493	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	19.484375	-1.775390625	X
114.208984375	n/a	WORD	233900	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	RAZOR	n/a	barber_shop	58.3125	27.90625	49.5625	25.984375	X
127.8251953125	n/a	POINTER_ON	261786	n/a	LTP493	NiclsCourierClosedLoop	1	1	0	n/a	n/a	n/a	n/a	n/a	-2.236328125	-21.390625	X
139.2763671875	n/a	WORD	285238	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	HAM	n/a	grocery_store	-60.0	-11.5	-48.375	-12.0703125	X
153.72314453125	n/a	WORD	314825	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	SCALE	n/a	gym	14.5	-33.6875	1.76953125	-33.84375	X
160.6396484375	n/a	WORD	328990	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	BREAD	n/a	bakery	-3.099609375	-58.5	-6.984375	-48.46875	X
174.005859375	n/a	WORD	356364	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	ALLERGY_MEDICINE	n/a	pharmacy	26.5	17.0	26.03125	1.3310546875	X
187.337890625	n/a	WORD	383668	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	NEEDLE	n/a	craft_shop	-14.296875	-12.8984375	-0.82470703125	-9.15625	X
196.2861328125	n/a	WORD	401994	wordpools/all_items.txt	LTP493	NiclsCourierClosedLoop	1	1	0	GUITAR_STRINGS	n/a	music_store	-9.1015625	17.90625	-10.0078125	0.814453125	X
