onset	duration	trial_type	sample	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
6.4658203125	n/a	STORE_MAPPINGS	13242	n/a	LTP497	NiclsCourierClosedLoop	3	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
36.22021484375	n/a	TRIAL_START	74179	n/a	LTP497	NiclsCourierClosedLoop	3	1	0	n/a	n/a	n/a	n/a	n/a	-6.556510925292969e-06	-0.0	X
45.9482421875	n/a	WORD	94102	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	ADVIL	n/a	dentist	59.3125	-9.203125	49.3125	-8.484375	X
59.578125	n/a	POINTER_ON	122016	n/a	LTP497	NiclsCourierClosedLoop	3	1	0	n/a	n/a	n/a	n/a	n/a	-14.4609375	-46.40625	X
61.912109375	n/a	WORD	126796	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	OREGANO	n/a	pizzeria	-29.59375	-37.1875	-28.6875	-46.21875	X
75.52685546875	n/a	POINTER_ON	154679	n/a	LTP497	NiclsCourierClosedLoop	3	1	0	n/a	n/a	n/a	n/a	n/a	48.5	-39.28125	X
83.97705078125	n/a	WORD	171985	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	CONDITIONER	n/a	barber_shop	35.09375	26.703125	46.46875	31.640625	X
97.85986328125	n/a	WORD	200417	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	CHALK	n/a	gym	-9.1015625	17.90625	-9.7734375	1.3232421875	X
108.076171875	n/a	WORD	221340	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	MARKERS	n/a	craft_shop	-31.796875	55.6875	-29.84375	48.59375	X
119.3271484375	n/a	WORD	244382	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	LEGOS	n/a	toy_store	-60.0	-11.5	-48.71875	-10.8125	X
132.0244140625	n/a	WORD	270386	wordpools/all_items.txt	LTP497	NiclsCourierClosedLoop	3	1	0	Q-TIPS	n/a	pharmacy	14.5	-33.6875	1.283203125	-33.90625	X
145.6552734375	n/a	POINTER_ON	298302	n/a	LTP497	NiclsCourierClosedLoop	3	1	0	n/a	n/a	n/a	n/a	n/a	-7.87109375	-49.8125	X
