mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
34439	TRIAL_START	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
51499	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	BOARD_GAME	n/a	toy_store	14.5	-33.6875
65115	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
87882	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	VOLLEYBALL	n/a	gym	35.09375	26.703125
98932	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	CHOCOLATE_CHIPS	n/a	bakery	59.3125	-9.203125
110932	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	BOLTS	n/a	hardware_store	-14.296875	-12.8984375
124550	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
128765	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	CONDITIONER	n/a	barber_shop	35.40625	-33.09375
142399	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
146715	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	HALF-AND-HALF	n/a	cafe	-39.0	-61.90625
155198	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	TOOTHBRUSH	n/a	dentist	-60.0	-11.5
166665	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	SKIRT	n/a	clothing_store	-29.59375	-37.1875
178216	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	PIZZA_BOX	n/a	pizzeria	-9.1015625	17.90625
191849	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
193916	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	LIGHT	n/a	bike_shop	58.3125	27.90625
206483	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	DAISIES	n/a	florist	62.3125	-33.5
218299	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	COLLAR	n/a	pet_store	26.5	17.0
231915	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
233366	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	EGGS	n/a	grocery_store	32.1875	-60.90625
246982	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
252332	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	AMPLIFIER	n/a	music_store	-31.796875	55.6875
265966	POINTER_ON	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
277816	WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	TRACING_PAPER	n/a	craft_shop	36.6875	59.09375
301850	TRIAL_END	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
312882	REC_START	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
313841	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	AXE	-1	n/a	n/a	n/a
314395	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	BOARD_GAME	24	toy_store	14.5	-33.6875
315146	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	VOLLEYBALL	230	gym	35.09375	26.703125
315977	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	CHOCOLATE_CHIPS	47	bakery	59.3125	-9.203125
316769	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	HALF-AND-HALF	102	cafe	-39.0	-61.90625
318454	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	TRACING_PAPER	223	craft_shop	36.6875	59.09375
319609	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	AMPLIFIER	5	music_store	-31.796875	55.6875
323392	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	PIZZA_BOX	160	pizzeria	-9.1015625	17.90625
325116	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	BOLTS	25	hardware_store	-14.296875	-12.8984375
326506	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	COLLAR	51	pet_store	26.5	17.0
329180	REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	SKIRT	194	clothing_store	-29.59375	-37.1875
402899	REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
411767	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	TOOTHBRUSH	n/a	dentist	-60.0	-11.5
414298	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
414300	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	<>	-1	n/a	n/a	n/a
416451	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	SKIRT	n/a	clothing_store	-29.59375	-37.1875
417288	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	SKIRT	194	n/a	n/a	n/a
418582	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
420450	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	BOLTS	n/a	hardware_store	-14.296875	-12.8984375
421435	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	BOLTS	25	n/a	n/a	n/a
422565	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
424817	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	TRACING_PAPER	n/a	craft_shop	36.6875	59.09375
425902	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	TRACING_PAPER	223	n/a	n/a	n/a
427332	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
429232	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	AMPLIFIER	n/a	music_store	-31.796875	55.6875
430451	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	AMPLIFIER	5	n/a	n/a	n/a
431866	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
433983	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	LIGHT	n/a	bike_shop	58.3125	27.90625
437399	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	<>	-1	n/a	n/a	n/a
437399	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
439317	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	CHOCOLATE_CHIPS	n/a	bakery	59.3125	-9.203125
440521	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	CHOCOLATE_CHIPS	47	n/a	n/a	n/a
442100	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
444033	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	HALF-AND-HALF	n/a	cafe	-39.0	-61.90625
444845	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	HALF-AND-HALF	102	n/a	n/a	n/a
446582	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
448466	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	CONDITIONER	n/a	barber_shop	35.40625	-33.09375
449678	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	CONDITIONER	54	n/a	n/a	n/a
451148	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
453366	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	DAISIES	n/a	florist	62.3125	-33.5
454793	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	DAISIES	65	n/a	n/a	n/a
456215	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
458099	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	PIZZA_BOX	n/a	pizzeria	-9.1015625	17.90625
459149	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	PIZZA_BOX	160	n/a	n/a	n/a
460998	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
463082	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	BOARD_GAME	n/a	toy_store	14.5	-33.6875
464346	CUED_REC_WORD	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	BOARD_GAME	24	n/a	n/a	n/a
465928	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
468084	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	VOLLEYBALL	n/a	gym	35.09375	26.703125
470916	CUED_REC_STOP	n/a	LTP488	NiclsCourierReadOnly	2	1	0	n/a	n/a	n/a	n/a	n/a
470917	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP488	NiclsCourierReadOnly	2	1	0	<>	-1	n/a	n/a	n/a
472900	CUED_REC_CUE	n/a	LTP488	NiclsCourierReadOnly	2	1	0	COLLAR	n/a	pet_store	26.5	17.0
