mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ	presX	presZ	classifier
0	STORE_MAPPINGS	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	X
40957	TRIAL_START	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-6.556510925292969e-06	-0.0	X
54585	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	MILK	n/a	cafe	-39.0	-61.90625	-36.625	-49.0625	X
68217	POINTER_ON	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-45.40625	42.34375	X
78568	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	PARROT	n/a	pet_store	36.6875	59.09375	35.5625	49.28125	X
91951	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	AMETHYST	n/a	jewelry_store	-31.796875	55.6875	-29.28125	49.21875	X
105584	POINTER_ON	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-46.3125	-29.109375	X
109734	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	BOLTS	n/a	hardware_store	-29.59375	-37.1875	-29.609375	-46.84375	X
122001	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	TOOTHPASTE	n/a	dentist	-9.1015625	17.90625	-9.7421875	1.5478515625	X
130818	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	TANK_TOP	n/a	clothing_store	-14.296875	-12.8984375	-1.7197265625	-9.0625	X
144385	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	GUITAR_STRINGS	n/a	music_store	58.3125	27.90625	49.1875	26.109375	X
158000	POINTER_ON	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-0.405517578125	-13.40625	X
163335	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	PEARS	n/a	grocery_store	-3.099609375	-58.5	-6.86328125	-48.90625	X
176967	POINTER_ON	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	30.8125	-1.548828125	X
182601	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	SUNFLOWER	n/a	florist	35.09375	26.703125	45.84375	31.59375	X
194084	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	PUNCHING_BAG	n/a	gym	26.5	17.0	28.03125	1.1591796875	X
207717	POINTER_ON	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	35.0625	-48.8125	X
209001	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	BASIL	n/a	pizzeria	32.1875	-60.90625	33.09375	-48.75	X
218085	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	CURLING_IRON	n/a	barber_shop	62.3125	-33.5	50.03125	-34.75	X
229601	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	EMBROIDERY	n/a	craft_shop	14.6015625	-58.8125	11.4765625	-48.75	X
235535	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	CANOLLI	n/a	bakery	14.5	-33.6875	0.9003906250000001	-33.84375	X
249167	POINTER_ON	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	48.09375	-37.65625	X
250918	WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	HANDLE_BAR	n/a	bike_shop	35.40625	-33.09375	46.53125	-29.75	X
272417	TRIAL_END	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-48.875	-14.0078125	X
283433	REC_START	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-49.21875	-11.90625	X
285773	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	SUNFLOWER	208	florist	35.09375	26.703125	-49.21875	-11.90625	X
286773	REC_WORD_VV	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	<>	-1	n/a	n/a	n/a	-49.21875	-11.90625	X
287453	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	PARROT	151	pet_store	36.6875	59.09375	-49.21875	-11.90625	X
288913	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	AMETHYST	4	jewelry_store	-31.796875	55.6875	-49.21875	-11.90625	X
290163	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	MILK	132	cafe	-39.0	-61.90625	-49.21875	-11.90625	X
292621	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	GUITAR_STRINGS	98	music_store	58.3125	27.90625	-49.21875	-11.90625	X
293621	REC_WORD_VV	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	<>	-1	n/a	n/a	n/a	-49.21875	-11.90625	X
294051	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	BOLTS	25	hardware_store	-29.59375	-37.1875	-49.21875	-11.90625	X
295136	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	PEARS	155	grocery_store	-3.099609375	-58.5	-49.21875	-11.90625	X
296377	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	EMBROIDERY	78	craft_shop	14.6015625	-58.8125	-49.21875	-11.90625	X
297667	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	CANOLLI	36	bakery	14.5	-33.6875	-49.21875	-11.90625	X
298607	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	TANK_TOP	213	clothing_store	-14.296875	-12.8984375	-49.21875	-11.90625	X
299582	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	TOOTHPASTE	221	dentist	-9.1015625	17.90625	-49.21875	-11.90625	X
301472	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	PUNCHING_BAG	166	gym	26.5	17.0	-49.21875	-11.90625	X
304148	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	BASIL	17	pizzeria	32.1875	-60.90625	-49.21875	-11.90625	X
305709	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	HANDLE_BAR	107	bike_shop	35.40625	-33.09375	-49.21875	-11.90625	X
306709	REC_WORD_VV	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	<>	-1	n/a	n/a	n/a	-49.21875	-11.90625	X
309144	REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	CURLING_IRON	63	barber_shop	62.3125	-33.5	-49.21875	-11.90625	X
373451	REC_STOP	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-49.21875	-11.90625	X
382184	CUED_REC_CUE	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	GUITAR_STRINGS	n/a	music_store	58.3125	27.90625	-49.21875	-11.90625	X
383724	CUED_REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	GUITAR_STRINGS	98	n/a	n/a	n/a	-49.21875	-11.90625	X
384724	CUED_REC_WORD_VV	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	<>	-1	n/a	n/a	n/a	-49.21875	-11.90625	X
385267	CUED_REC_STOP	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	n/a	n/a	n/a	n/a	n/a	-49.21875	-11.90625	X
387351	CUED_REC_CUE	n/a	LTP496	NiclsCourierClosedLoop	2	1	0	BASIL	n/a	pizzeria	32.1875	-60.90625	-49.21875	-11.90625	X
388476	CUED_REC_WORD	wordpools/all_items.txt	LTP496	NiclsCourierClosedLoop	2	1	0	BASIL	17	n/a	n/a	n/a	-49.21875	-11.90625	X
