onset	duration	trial_type	sample	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
5.962890625	n/a	STORE_MAPPINGS	12212	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
34.99609375	n/a	TRIAL_START	71672	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
46.75537109375	n/a	WORD	95755	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	FERTILIZER	n/a	florist	58.3125	27.90625
60.3701171875	n/a	POINTER_ON	123638	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
64.8525390625	n/a	WORD	132818	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	CUPS	n/a	cafe	14.6015625	-58.8125
78.46875	n/a	POINTER_ON	160704	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
87.68359375	n/a	WORD	179576	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	DOLL	n/a	toy_store	36.6875	59.09375
101.31689453125	n/a	POINTER_ON	207497	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
105.94921875	n/a	WORD	216984	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	HEAD_BAND	n/a	clothing_store	35.40625	-33.09375
119.58203125	n/a	POINTER_ON	244904	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
121.5322265625	n/a	WORD	248898	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	CEREAL	n/a	grocery_store	-9.1015625	17.90625
135.14794921875	n/a	WORD	276783	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	BASIL	n/a	pizzeria	-39.0	-61.90625
143.51318359375	n/a	WORD	293915	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	JUMP_ROPE	n/a	gym	-60.0	-11.5
157.14501953125	n/a	POINTER_ON	321833	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
158.544921875	n/a	WORD	324700	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	REFLECTORS	n/a	bike_shop	-3.099609375	-58.5
166.9599609375	n/a	WORD	341934	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	CAGE	n/a	pet_store	-29.59375	-37.1875
180.5771484375	n/a	POINTER_ON	369822	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
186.5263671875	n/a	WORD	382006	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	YARN	n/a	craft_shop	35.09375	26.703125
198.525390625	n/a	WORD	406580	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	Q-TIPS	n/a	pharmacy	62.3125	-33.5
212.1572265625	n/a	POINTER_ON	434498	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
220.78955078125	n/a	WORD	452177	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	AMETHYST	n/a	jewelry_store	-31.796875	55.6875
235.0556640625	n/a	WORD	481394	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	MOUTHWASH	n/a	dentist	26.5	17.0
246.6875	n/a	WORD	505216	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	CAPE	n/a	barber_shop	32.1875	-60.90625
258.13671875	n/a	WORD	528664	wordpools/all_items.txt	LTP498	NiclsCourierReadOnly	5	1	0	BAGELS	n/a	bakery	59.3125	-9.203125
269.1865234375	n/a	TRIAL_END	551294	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
280.21875	n/a	REC_START	573888	n/a	LTP498	NiclsCourierReadOnly	5	1	0	n/a	n/a	n/a	n/a	n/a
