mstime	trial_type	stim_file	subject	experiment	session	phase	trial	item	itemno	store	storeX	storeZ
0	STORE_MAPPINGS	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
68439	TRIAL_START	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
79584	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DOUGH	n/a	pizzeria	-31.796875	55.6875
93318	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EMERALD	n/a	jewelry_store	-14.296875	-12.8984375
106950	POINTER_ON	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
108634	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	BLUEBERRIES	n/a	grocery_store	-60.0	-11.5
122250	POINTER_ON	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
129567	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	SPACKLE	n/a	hardware_store	35.40625	-33.09375
142751	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	BASS	n/a	music_store	-3.099609375	-58.5
156384	POINTER_ON	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
160467	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	KARAOKE_MACHINE	n/a	toy_store	35.09375	26.703125
174084	POINTER_ON	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
183550	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EMBROIDERY	n/a	craft_shop	-29.59375	-37.1875
195051	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DECALS	n/a	bike_shop	14.5	-33.6875
205784	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	SWEATSHIRT	n/a	clothing_store	-39.0	-61.90625
219417	POINTER_ON	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
230684	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	FLOUR	n/a	bakery	58.3125	27.90625
244634	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	BUNNY	n/a	pet_store	32.1875	-60.90625
256900	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	CHOCOLATE	n/a	cafe	-9.1015625	17.90625
270284	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DUMBELLS	n/a	gym	59.3125	-9.203125
282884	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EYE_DROPS	n/a	pharmacy	36.6875	59.09375
296517	POINTER_ON	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
298167	WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	MIRROR	n/a	barber_shop	62.3125	-33.5
316301	TRIAL_END	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
327317	REC_START	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
329026	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EYE_DROPS	80	pharmacy	36.6875	59.09375
331721	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DOUGH	70	pizzeria	-31.796875	55.6875
333409	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	BLUEBERRIES	23	grocery_store	-60.0	-11.5
334657	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EMERALD	79	jewelry_store	-14.296875	-12.8984375
335788	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	BASS	18	music_store	-3.099609375	-58.5
336936	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EMBROIDERY	78	craft_shop	-29.59375	-37.1875
339267	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	SWEATSHIRT	209	clothing_store	-39.0	-61.90625
340649	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	BUNNY	32	pet_store	32.1875	-60.90625
344285	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	SPACKLE	198	hardware_store	35.40625	-33.09375
346590	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DUMBELLS	74	gym	59.3125	-9.203125
347636	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EYE_DROPS	80	pharmacy	36.6875	59.09375
350281	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	FLOUR	87	bakery	58.3125	27.90625
352588	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	KARAOKE_MACHINE	117	toy_store	35.09375	26.703125
356392	REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	CHOCOLATE	46	cafe	-9.1015625	17.90625
417334	REC_STOP	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
426001	CUED_REC_CUE	n/a	LTP479	NiclsCourierReadOnly	1	1	0	EYE_DROPS	n/a	pharmacy	36.6875	59.09375
427196	CUED_REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EYE_DROPS	80	n/a	n/a	n/a
428100	CUED_REC_STOP	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
430084	CUED_REC_CUE	n/a	LTP479	NiclsCourierReadOnly	1	1	0	DOUGH	n/a	pizzeria	-31.796875	55.6875
431288	CUED_REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DOUGH	70	n/a	n/a	n/a
432633	CUED_REC_STOP	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
434702	CUED_REC_CUE	n/a	LTP479	NiclsCourierReadOnly	1	1	0	EMBROIDERY	n/a	craft_shop	-29.59375	-37.1875
435849	CUED_REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	EMBROIDERY	78	n/a	n/a	n/a
436733	CUED_REC_STOP	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
438617	CUED_REC_CUE	n/a	LTP479	NiclsCourierReadOnly	1	1	0	SPACKLE	n/a	hardware_store	35.40625	-33.09375
439747	CUED_REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	SPACKLE	198	n/a	n/a	n/a
442051	CUED_REC_STOP	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
444251	CUED_REC_CUE	n/a	LTP479	NiclsCourierReadOnly	1	1	0	DUMBELLS	n/a	gym	59.3125	-9.203125
445262	CUED_REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	DUMBELLS	74	n/a	n/a	n/a
446716	CUED_REC_STOP	n/a	LTP479	NiclsCourierReadOnly	1	1	0	n/a	n/a	n/a	n/a	n/a
448785	CUED_REC_CUE	n/a	LTP479	NiclsCourierReadOnly	1	1	0	CHOCOLATE	n/a	cafe	-9.1015625	17.90625
450664	CUED_REC_WORD	wordpools/all_items.txt	LTP479	NiclsCourierReadOnly	1	1	0	CHOCOLATE	46	n/a	n/a	n/a
